罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,（市区町村コード発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,不明,不明,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20231013,9,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240317,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240404,10,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240416,12,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240418,10,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240417,23,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240420,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240506,19,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240526,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240524,9,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240612,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240619,7,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240627,14,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240713,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240709,21,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240713,1,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240718,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240611,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240722,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240822,21,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240911,17,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240904,12,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240921,21,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240923,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240924,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240929,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241001,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241011,0,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240713,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20240926,18,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241012,12,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241025,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241028,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241031,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,不明,不明,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241122,21,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241121,19,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241126,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241126,9,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241201,18,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241202,22,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241202,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241206,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241206,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241215,11,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241210,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241220,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎,20241227,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎梅の台,20240131,22,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,みずき２丁目,20240703,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,桜木,20240727,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,梅郷駅前,122084,千葉県,野田市,山崎新町,20240906,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪,20240822,2,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪,20241114,19,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪,20241125,21,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪,20241214,17,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪,20241222,18,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪新町,20240203,22,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪新町,20240809,18,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪新町,20241212,6,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪新町,20241214,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,上花輪新町,20241217,22,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240127,18,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240705,1,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240716,16,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240822,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240823,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240829,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240801,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20240922,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241011,19,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241013,23,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241119,15,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241120,12,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241121,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241123,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241201,20,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241128,22,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,清水,20241215,8,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,堤台,20240813,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,鶴奉,20240719,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240331,8,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240308,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240605,15,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240616,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240715,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240721,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240721,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240717,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240910,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240819,14,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20240923,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241010,19,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241011,16,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241014,17,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241018,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241030,15,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241109,19,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中根,20241225,15,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240116,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240504,20,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240511,6,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240511,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240520,8,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240531,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240622,23,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240709,22,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240721,23,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20240925,17,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台,20241216,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240128,16,一戸建住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240426,10,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240709,20,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240722,20,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240727,4,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240829,14,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240720,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,中野台鹿島町,20240720,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240106,9,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240124,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240208,15,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240228,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240314,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240317,10,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240325,18,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240327,5,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240325,12,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240320,9,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240402,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20231210,10,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240408,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240404,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240414,0,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240416,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240419,17,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240425,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240425,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240505,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240509,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240419,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240605,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240610,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240618,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240620,9,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240627,18,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240704,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240705,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240710,8,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240802,11,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240805,16,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240811,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240818,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240817,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240824,5,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240727,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240822,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240829,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240903,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240829,9,一戸建住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240831,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240401,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240904,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240909,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240913,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240919,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240927,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240927,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240919,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240928,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240925,17,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241002,7,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241004,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241003,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20240920,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241019,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241023,16,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241015,23,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241025,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241023,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241104,11,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241109,8,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241115,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241116,15,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,野田,野田市駅前,122084,千葉県,野田市,野田,20241117,6,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
